award_name,award_url,award_category,year,winner,notes,table_index,row_index,raw_cells
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","3","San Miguel Beermen","team: San Miguel Beermen; W: 4; L: 4","7","3","[""3"",""San Miguel Beermen"",""4"",""4"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","4","Alaska Milkmen","team: Alaska Milkmen; W: 3; L: 5","7","4","[""4"",""Alaska Milkmen"",""3"",""5"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","5","Formula Shell Zoom Masters","team: Formula Shell Zoom Masters; W: 2; L: 6","7","5","[""5"",""Formula Shell Zoom Masters"",""2"",""6"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","(3) Ginebra San Miguel","99–100","team: (3) Ginebra San Miguel; Team 2: (4) San Miguel Beermen","8","1","[""(3) Ginebra San Miguel"",""99–100"",""(4) San Miguel Beermen""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","(1) Purefoods Tender Juicy Hotdogs","1–4","team: (1) Purefoods Tender Juicy Hotdogs; Team 2: (2) Alaska Milkmen; Game 1: 77–78; Game 2: 79–86; Game 3: 99–87; Game 4: 62–75; Game 5: 92–93 (OT); Game 6: —; Game 7: —","9","1","[""(1) Purefoods Tender Juicy Hotdogs"",""1–4"",""(2) Alaska Milkmen"",""77–78"",""79–86"",""99–87"",""62–75"",""92–93 (OT)"",""—"",""—""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","1","Alaska Milkmen","team: Alaska Milkmen; W: 8; L: 2; PCT: .800; GB: —; Qualification: Semifinal round","10","1","[""1"",""Alaska Milkmen"",""8"",""2"","".800"",""—"",""Semifinal round""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","2","Ginebra San Miguel","team: Ginebra San Miguel; W: 6; L: 4; PCT: .600[a]; GB: 2; Qualification: Semifinal round","10","2","[""2"",""Ginebra San Miguel"",""6"",""4"","".600[a]"",""2"",""Semifinal round""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","3","Sta. Lucia Realtors","team: Sta. Lucia Realtors; W: 6; L: 4; PCT: .600[a]; GB: 2; Qualification: Semifinal round","10","3","[""3"",""Sta. Lucia Realtors"",""6"",""4"","".600[a]"",""2"",""Semifinal round""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","4","Formula Shell Zoom Masters","team: Formula Shell Zoom Masters; W: 5; L: 5; PCT: .500[b]; GB: 3; Qualification: Semifinal round","10","4","[""4"",""Formula Shell Zoom Masters"",""5"",""5"","".500[b]"",""3"",""Semifinal round""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","5","Purefoods Tender Juicy Hotdogs","team: Purefoods Tender Juicy Hotdogs; W: 5; L: 5; PCT: .500[b]; GB: 3; Qualification: Semifinal round","10","5","[""5"",""Purefoods Tender Juicy Hotdogs"",""5"",""5"","".500[b]"",""3"",""Semifinal round""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","6","Sunkist Orange Juicers","team: Sunkist Orange Juicers; W: 5; L: 5; PCT: .500[b]; GB: 3","10","6","[""6"",""Sunkist Orange Juicers"",""5"",""5"","".500[b]"",""3"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","7","San Miguel Beermen","team: San Miguel Beermen; W: 4; L: 6; PCT: .400; GB: 4","10","7","[""7"",""San Miguel Beermen"",""4"",""6"","".400"",""4"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","8","Mobiline Cellulars","team: Mobiline Cellulars; W: 1; L: 9; PCT: .100; GB: 7","10","8","[""8"",""Mobiline Cellulars"",""1"",""9"","".100"",""7"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","1","Alaska Milkmen","team: 1; Teamvte: 14; W: 4; L: .778; PCT: —; GB: Advance to the finals[a]","11","2","[""1"",""Alaska Milkmen"",""14"",""4"","".778"",""—"",""Advance to the finals[a]""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","2","Ginebra San Miguel","team: 2; Teamvte: 12; W: 6; L: .667; PCT: 2; GB: Guaranteed finals berth playoff","11","3","[""2"",""Ginebra San Miguel"",""12"",""6"","".667"",""2"",""Guaranteed finals berth playoff""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","3","Formula Shell Zoom Masters","team: 3; Teamvte: 10; W: 8; L: .556; PCT: 4; GB: Qualify to finals berth playoff","11","4","[""3"",""Formula Shell Zoom Masters"",""10"",""8"","".556"",""4"",""Qualify to finals berth playoff""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","4","Sta. Lucia Realtors","team: 4; Teamvte: 8; W: 10; L: .444; PCT: 6; GB: Proceed to third place playoff","11","5","[""4"",""Sta. Lucia Realtors"",""8"",""10"","".444"",""6"",""Proceed to third place playoff""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","5","Purefoods Tender Juicy Hotdogs","team: 5; Teamvte: 6; W: 12; L: .333; PCT: 8","11","6","[""5"",""Purefoods Tender Juicy Hotdogs"",""6"",""12"","".333"",""8"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","1","Alaska Milkmen","team: 1; Teamvte: 6; W: 2","11","8","[""1"",""Alaska Milkmen"",""6"",""2"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","2","Ginebra San Miguel","team: 2; Teamvte: 6; W: 2","11","9","[""2"",""Ginebra San Miguel"",""6"",""2"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","3","Formula Shell Zoom Masters","team: 3; Teamvte: 5; W: 3; L: Qualify to finals berth playoff[a]","11","10","[""3"",""Formula Shell Zoom Masters"",""5"",""3"",""Qualify to finals berth playoff[a]""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","4","Sta. Lucia Realtors","team: 4; Teamvte: 2; W: 6","11","11","[""4"",""Sta. Lucia Realtors"",""2"",""6"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","5","Purefoods Tender Juicy Hotdogs","team: 5; Teamvte: 1; W: 7","11","12","[""5"",""Purefoods Tender Juicy Hotdogs"",""1"",""7"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","1","Alaska Milkmen","team: Alaska Milkmen; W: 14; L: 4; PCT: .778; GB: —; Qualification: Advance to the finals[a]","12","1","[""1"",""Alaska Milkmen"",""14"",""4"","".778"",""—"",""Advance to the finals[a]""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","2","Ginebra San Miguel","team: Ginebra San Miguel; W: 12; L: 6; PCT: .667; GB: 2; Qualification: Guaranteed finals berth playoff","12","2","[""2"",""Ginebra San Miguel"",""12"",""6"","".667"",""2"",""Guaranteed finals berth playoff""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","3","Formula Shell Zoom Masters","team: Formula Shell Zoom Masters; W: 10; L: 8; PCT: .556; GB: 4; Qualification: Qualify to finals berth playoff","12","3","[""3"",""Formula Shell Zoom Masters"",""10"",""8"","".556"",""4"",""Qualify to finals berth playoff""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","4","Sta. Lucia Realtors","team: Sta. Lucia Realtors; W: 8; L: 10; PCT: .444; GB: 6; Qualification: Proceed to third place playoff","12","4","[""4"",""Sta. Lucia Realtors"",""8"",""10"","".444"",""6"",""Proceed to third place playoff""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","5","Purefoods Tender Juicy Hotdogs","team: Purefoods Tender Juicy Hotdogs; W: 6; L: 12; PCT: .333; GB: 8","12","5","[""5"",""Purefoods Tender Juicy Hotdogs"",""6"",""12"","".333"",""8"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","1","Alaska Milkmen","team: Alaska Milkmen; W: 6; L: 2","13","1","[""1"",""Alaska Milkmen"",""6"",""2"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","2","Ginebra San Miguel","team: Ginebra San Miguel; W: 6; L: 2","13","2","[""2"",""Ginebra San Miguel"",""6"",""2"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","3","Formula Shell Zoom Masters","team: Formula Shell Zoom Masters; W: 5; L: 3; Qualification: Qualify to finals berth playoff[a]","13","3","[""3"",""Formula Shell Zoom Masters"",""5"",""3"",""Qualify to finals berth playoff[a]""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","4","Sta. Lucia Realtors","team: Sta. Lucia Realtors; W: 2; L: 6","13","4","[""4"",""Sta. Lucia Realtors"",""2"",""6"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","5","Purefoods Tender Juicy Hotdogs","team: Purefoods Tender Juicy Hotdogs; W: 1; L: 7","13","5","[""5"",""Purefoods Tender Juicy Hotdogs"",""1"",""7"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","(2) Ginebra San Miguel","106–111","team: (2) Ginebra San Miguel; Team 2: (4) Sta. Lucia Realtors","14","1","[""(2) Ginebra San Miguel"",""106–111"",""(4) Sta. Lucia Realtors""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","(1) Alaska Milkmen","4–3","team: (1) Alaska Milkmen; Team 2: (3) Formula Shell Zoom Masters; Game 1: 82–85; Game 2: 93–86; Game 3: 77–85; Game 4: 79–76; Game 5: 70–63; Game 6: 85–88; Game 7: 83–77","15","1","[""(1) Alaska Milkmen"",""4–3"",""(3) Formula Shell Zoom Masters"",""82–85"",""93–86"",""77–85"",""79–76"",""70–63"",""85–88"",""83–77""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","1","Alaska Milkmen","team: Alaska Milkmen; W: 8; L: 3; PCT: .727; GB: —; Qualification: Advance to semifinals","16","1","[""1"",""Alaska Milkmen"",""8"",""3"","".727"",""—"",""Advance to semifinals""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","2","Ginebra San Miguel","team: Ginebra San Miguel; W: 7; L: 4; PCT: .636; GB: 1; Qualification: Advance to semifinals","16","2","[""2"",""Ginebra San Miguel"",""7"",""4"","".636"",""1"",""Advance to semifinals""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","3","San Miguel Beermen","team: San Miguel Beermen; W: 6; L: 5; PCT: .545[a]; GB: 2; Qualification: Twice-to-beat in quarterfinals","16","3","[""3"",""San Miguel Beermen"",""6"",""5"","".545[a]"",""2"",""Twice-to-beat in quarterfinals""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","4","Formula Shell Zoom Masters","team: Formula Shell Zoom Masters; W: 6; L: 5; PCT: .545[a]; GB: 2; Qualification: Twice-to-beat in quarterfinals","16","4","[""4"",""Formula Shell Zoom Masters"",""6"",""5"","".545[a]"",""2"",""Twice-to-beat in quarterfinals""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","5","Sunkist Orange Bottlers","team: Sunkist Orange Bottlers; W: 5; L: 6; PCT: .455[b]; GB: 3; Qualification: Twice-to-win in quarterfinals","16","5","[""5"",""Sunkist Orange Bottlers"",""5"",""6"","".455[b]"",""3"",""Twice-to-win in quarterfinals""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","6","Purefoods Corned Beef Cowboys","team: Purefoods Corned Beef Cowboys; W: 5; L: 6; PCT: .455[b]; GB: 3; Qualification: Twice-to-win in quarterfinals","16","6","[""6"",""Purefoods Corned Beef Cowboys"",""5"",""6"","".455[b]"",""3"",""Twice-to-win in quarterfinals""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","7","Sta. Lucia Realtors","team: Sta. Lucia Realtors; W: 5; L: 6; PCT: .455[b]; GB: 3","16","7","[""7"",""Sta. Lucia Realtors"",""5"",""6"","".455[b]"",""3"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","8","Mobiline Cellulars","team: Mobiline Cellulars; W: 2; L: 9; PCT: .182; GB: 6","16","8","[""8"",""Mobiline Cellulars"",""2"",""9"","".182"",""6"",""""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","(3) San Miguel Beermen*","1–1","team: (3) San Miguel Beermen*; Team 2: (6) Purefoods Corned Beef Cowboys; Game 1: 91–97 (OT); Game 2: 89–86","18","1","[""(3) San Miguel Beermen*"",""1–1"",""(6) Purefoods Corned Beef Cowboys"",""91–97 (OT)"",""89–86""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","(4) Formula Shell Zoom Masters*","1–1","team: (4) Formula Shell Zoom Masters*; Team 2: (5) Sunkist Orange Bottlers; Game 1: 100–107; Game 2: 104–101","18","2","[""(4) Formula Shell Zoom Masters*"",""1–1"",""(5) Sunkist Orange Bottlers"",""100–107"",""104–101""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","(1) Alaska Milkmen","3–0","team: (1) Alaska Milkmen; Team 2: (4) Formula Shell Zoom Masters; Game 1: 102–83; Game 2: 106–89; Game 3: 100–91; Game 4: —; Game 5: —","19","1","[""(1) Alaska Milkmen"",""3–0"",""(4) Formula Shell Zoom Masters"",""102–83"",""106–89"",""100–91"",""—"",""—""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","(2) Ginebra San Miguel","3–1","team: (2) Ginebra San Miguel; Team 2: (3) San Miguel Beermen; Game 1: 88–94; Game 2: 115–111 (OT); Game 3: 94–93 (OT); Game 4: 122–106; Game 5: —","19","2","[""(2) Ginebra San Miguel"",""3–1"",""(3) San Miguel Beermen"",""88–94"",""115–111 (OT)"",""94–93 (OT)"",""122–106"",""—""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","(3) San Miguel Beermen","99–103","team: (3) San Miguel Beermen; Team 2: (4) Formula Shell Zoom Masters","20","1","[""(3) San Miguel Beermen"",""99–103"",""(4) Formula Shell Zoom Masters""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","(1) Alaska Milkmen","4–1","team: (1) Alaska Milkmen; Team 2: (2) Ginebra San Miguel; Game 1: 90–79; Game 2: 110–105; Game 3: 95–82; Game 4: 96–97; Game 5: 91–83; Game 6: —; Game 7: —","21","1","[""(1) Alaska Milkmen"",""4–1"",""(2) Ginebra San Miguel"",""90–79"",""110–105"",""95–82"",""96–97"",""91–83"",""—"",""—""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","1","Alaska Milkmen","team: Alaska Milkmen; Pld: 72; W: 51; L: 21; PCT: .708; Best finish: Champions","22","1","[""1"",""Alaska Milkmen"",""72"",""51"",""21"","".708"",""Champions""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","2","Ginebra San Miguel","team: Ginebra San Miguel; Pld: 64; W: 35; L: 29; PCT: .547; Best finish: Finalist","22","2","[""2"",""Ginebra San Miguel"",""64"",""35"",""29"","".547"",""Finalist""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","3","Formula Shell Zoom Masters","team: Formula Shell Zoom Masters; Pld: 65; W: 33; L: 32; PCT: .508; Best finish: Finalist","22","3","[""3"",""Formula Shell Zoom Masters"",""65"",""33"",""32"","".508"",""Finalist""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","4","Purefoods TJ Hotdogs/Corned Beef Cowboys","team: Purefoods TJ Hotdogs/Corned Beef Cowboys; Pld: 60; W: 29; L: 31; PCT: .483; Best finish: Finalist","22","4","[""4"",""Purefoods TJ Hotdogs/Corned Beef Cowboys"",""60"",""29"",""31"","".483"",""Finalist""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","5","San Miguel Beermen","team: San Miguel Beermen; Pld: 51; W: 25; L: 26; PCT: .490; Best finish: Third place","22","5","[""5"",""San Miguel Beermen"",""51"",""25"",""26"","".490"",""Third place""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","6","Sta. Lucia Realtors","team: Sta. Lucia Realtors; Pld: 45; W: 20; L: 25; PCT: .444; Best finish: Third place","22","6","[""6"",""Sta. Lucia Realtors"",""45"",""20"",""25"","".444"",""Third place""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","7","Sunkist Orange Juicers/Bottlers","team: Sunkist Orange Juicers/Bottlers; Pld: 38; W: 15; L: 23; PCT: .395; Best finish: Quarterfinalist","22","7","[""7"",""Sunkist Orange Juicers/Bottlers"",""38"",""15"",""23"","".395"",""Quarterfinalist""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","8","Pepsi Mega Bottlers/Mobiline Cellulars","team: Pepsi Mega Bottlers/Mobiline Cellulars; Pld: 35; W: 7; L: 28; PCT: .200; Best finish: Elimination round","22","8","[""8"",""Pepsi Mega Bottlers/Mobiline Cellulars"",""35"",""7"",""28"","".200"",""Elimination round""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","1","Alaska Milkmen","team: Alaska Milkmen; Pld: 35; W: 26; L: 9; PCT: .743","23","1","[""1"",""Alaska Milkmen"",""35"",""26"",""9"","".743""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","2","Ginebra San Miguel","team: Ginebra San Miguel; Pld: 35; W: 20; L: 15; PCT: .571","23","2","[""2"",""Ginebra San Miguel"",""35"",""20"",""15"","".571""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","3","Formula Shell Zoom Masters","team: Formula Shell Zoom Masters; Pld: 35; W: 20; L: 15; PCT: .571","23","3","[""3"",""Formula Shell Zoom Masters"",""35"",""20"",""15"","".571""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","4","Purefoods TJ Hotdogs/Corned Beef Cowboys","team: Purefoods TJ Hotdogs/Corned Beef Cowboys; Pld: 35; W: 18; L: 17; PCT: .514","23","4","[""4"",""Purefoods TJ Hotdogs/Corned Beef Cowboys"",""35"",""18"",""17"","".514""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","5","San Miguel Beermen","team: San Miguel Beermen; Pld: 35; W: 18; L: 17; PCT: .514","23","5","[""5"",""San Miguel Beermen"",""35"",""18"",""17"","".514""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","6","Sta. Lucia Realtors","team: Sta. Lucia Realtors; Pld: 35; W: 17; L: 18; PCT: .486","23","6","[""6"",""Sta. Lucia Realtors"",""35"",""17"",""18"","".486""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","7","Sunkist Orange Juicers/Bottlers","team: Sunkist Orange Juicers/Bottlers; Pld: 35; W: 14; L: 21; PCT: .400","23","7","[""7"",""Sunkist Orange Juicers/Bottlers"",""35"",""14"",""21"","".400""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","8","Pepsi Mega BottlersMobiline Cellulars","team: Pepsi Mega BottlersMobiline Cellulars; Pld: 35; W: 7; L: 28; PCT: .200","23","8","[""8"",""Pepsi Mega BottlersMobiline Cellulars"",""35"",""7"",""28"","".200""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","1","Alaska Milkmen","team: Alaska Milkmen; Pld: 37; W: 25; L: 12","24","1","[""1"",""Alaska Milkmen"",""37"",""25"",""12""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","2","Ginebra San Miguel","team: Ginebra San Miguel; Pld: 29; W: 15; L: 14","24","2","[""2"",""Ginebra San Miguel"",""29"",""15"",""14""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","3","Formula Shell Zoom Masters","team: Formula Shell Zoom Masters; Pld: 30; W: 13; L: 17","24","3","[""3"",""Formula Shell Zoom Masters"",""30"",""13"",""17""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","4","Purefoods TJ Hotdogs/Corned Beef Cowboys","team: Purefoods TJ Hotdogs/Corned Beef Cowboys; Pld: 25; W: 11; L: 14","24","4","[""4"",""Purefoods TJ Hotdogs/Corned Beef Cowboys"",""25"",""11"",""14""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","5","San Miguel Beermen","team: San Miguel Beermen; Pld: 16; W: 7; L: 9","24","5","[""5"",""San Miguel Beermen"",""16"",""7"",""9""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","6","Sta. Lucia Realtors","team: Sta. Lucia Realtors; Pld: 10; W: 3; L: 7","24","6","[""6"",""Sta. Lucia Realtors"",""10"",""3"",""7""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","7","Sunkist Orange Juicers/Bottlers","team: Sunkist Orange Juicers/Bottlers; Pld: 3; W: 1; L: 2","24","7","[""7"",""Sunkist Orange Juicers/Bottlers"",""3"",""1"",""2""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","8","Pepsi Mega BottlersMobiline Cellulars","team: Pepsi Mega BottlersMobiline Cellulars; Pld: 0; W: 0; L: 0","24","8","[""8"",""Pepsi Mega BottlersMobiline Cellulars"",""0"",""0"",""0""]"
"1996 PBA season","https://en.wikipedia.org/wiki/1996_PBA_season","Individual conference awards","Succession","1995 Seasons 1997 1995 All-Filipino Cup 1997 1995 Commissioner's Cup 1997 1995 Governors' Cup 1997","column_3: 1995 Seasons 1997; column_4: 1995 All-Filipino Cup 1997; column_5: 1995 Commissioner's Cup 1997; column_6: 1995 Governors' Cup 1997","25","3","[""Succession"",""1995 Seasons 1997 1995 All-Filipino Cup 1997 1995 Commissioner's Cup 1997 1995 Governors' Cup 1997"",""1995 Seasons 1997"",""1995 All-Filipino Cup 1997"",""1995 Commissioner's Cup 1997"",""1995 Governors' Cup 1997""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","Position","Shooting guard / point guard","","1","2","[""Position"",""Shooting guard / point guard""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","League","PBA","","1","3","[""League"",""PBA""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","Born","(1990-10-11) October 11, 1990 (age 35)Pasig, Philippines","","1","5","[""Born"",""(1990-10-11) October 11, 1990 (age 35)Pasig, Philippines""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","Nationality","Filipino / Guamanian / Northern Mariana Islander","","1","6","[""Nationality"",""Filipino / Guamanian / Northern Mariana Islander""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","Listed height","6 ft 1 in (1.85 m)","","1","7","[""Listed height"",""6 ft 1 in (1.85 m)""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","Listed weight","190 lb (86 kg)","","1","8","[""Listed weight"",""190 lb (86 kg)""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","High school","Marianas High School (Susupe, Saipan)","","1","10","[""High school"",""Marianas High School (Susupe, Saipan)""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","College","RTUAdamson","","1","11","[""College"",""RTUAdamson""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","PBA draft","2014: 1st round, 9th overall pick","","1","12","[""PBA draft"",""2014: 1st round, 9th overall pick""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","Drafted by","Rain or Shine Elasto Painters","","1","13","[""Drafted by"",""Rain or Shine Elasto Painters""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","Playing career","2014–present","","1","14","[""Playing career"",""2014–present""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2014–2018","Rain or Shine Elasto Painters","","1","16","[""2014–2018"",""Rain or Shine Elasto Painters""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2018–2019","TNT KaTropa","","1","17","[""2018–2019"",""TNT KaTropa""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2019–2022","NLEX Road Warriors","","1","18","[""2019–2022"",""NLEX Road Warriors""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2022–present","San Miguel Beermen","","1","19","[""2022–present"",""San Miguel Beermen""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","GP","Games played","Legend: MPG; Legend: Minutes per game; Legend: FG%; Legend: Field-goal percentage","3","1","[""GP"",""Games played"",""MPG"",""Minutes per game"",""FG%"",""Field-goal percentage""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","3FG%","3-point field-goal percentage","Legend: 4P%; Legend: 4-point field-goal percentage; Legend: FT%; Legend: Free-throw percentage","3","2","[""3FG%"",""3-point field-goal percentage"",""4P%"",""4-point field-goal percentage"",""FT%"",""Free-throw percentage""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","RPG","Rebounds per game","Legend: APG; Legend: Assists per game; Legend: SPG; Legend: Steals per game","3","3","[""RPG"",""Rebounds per game"",""APG"",""Assists per game"",""SPG"",""Steals per game""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","BPG","Blocks per game","Legend: PPG; Legend: Points per game; Legend: Bold; Legend: Career high","3","4","[""BPG"",""Blocks per game"",""PPG"",""Points per game"",""Bold"",""Career high""]"
"Jericho Cruz","https://en.wikipedia.org/wiki/Jericho_Cruz","Individual conference awards","2014–15","Rain or Shine","team: Rain or Shine; .mw-parser-output .tooltip-dotted{border-bottom:1px dotted;cursor:help}GP: 40; MPG: 17.0; FG%: .421; 3P%: .237; 4P%: —; FT%: .861; RPG: 2.4; APG: 1.4; SPG: .7; BPG: .0; PPG: 6.6","4","1","[""2014–15"",""Rain or Shine"",""40"",""17.0"","".421"","".237"",""—"","".861"",""2.4"",""1.4"","".7"","".0"",""6.6""]"
